title,reporting_organisation,iati_identifier,sector_code,sector_name,start_actual,end_actual,recipient_country,recipient_country_code,position,budget_date,budget_amount
Referendum 2000,Sweden,SE-0-SE-6-3300000401-UGA-15140,15140,Government administration,2/1/2000,6/28/2001,UGANDA,UG,,1/1/2000,545815.7763
Resultatanalys,Sweden,SE-0-SE-6-3300000501-UGA-15120,15120,Public sector financial management,5/1/2000,6/28/2001,UGANDA,UG,,1/1/2000,8492.893478
Finansiell studie,Sweden,SE-0-SE-6-3300000601-UGA-15120,15120,Public sector financial management,5/1/2000,6/28/2001,UGANDA,UG,,1/1/2000,23470.07838
Konfliktstudie reg.,Sweden,SE-0-SE-6-3300000701-UGA-15120,15120,Public sector financial management,5/1/2000,6/28/2001,UGANDA,UG,,1/1/2000,8788.398139
Finansiell management,Sweden,SE-0-SE-6-3300000801-UGA-15120,15120,Public sector financial management,5/1/2000,6/28/2001,UGANDA,UG,,1/1/2001,28050.76221
Budgetstöd,Sweden,SE-0-SE-6-3300001001-UGA-51010,51010,General budget support,12/1/2000,12/28/2001,UGANDA,UG,,1/1/2000,6003973.539
Stöd valövervakning,Sweden,SE-0-SE-6-3300001101-UGA-15161,15161,Elections (old code),2/1/2001,9/28/2001,UGANDA,UG,,1/1/2001,483633.8312
Sakansl.kort.Strand,Sweden,SE-0-SE-6-3300001201-UGA-15162,15162,Human rights (old code),1/1/2001,12/28/2001,UGANDA,UG,,1/1/2001,5016.44355
PK-Swap/legala sektorn,Sweden,SE-0-SE-6-3300001301-UGA-15130,15130,Legal and judicial development,6/1/1998,12/28/2001,UGANDA,UG,,1/1/2001,100305.6566
Forskn. små eldvapen,Sweden,SE-0-SE-6-3300001401-UGA-15230,15230,Post-conflict peace-building (UN),3/1/2001,9/28/2001,UGANDA,UG,,1/1/2001,17410.81792
AFFREI/PK,Sweden,SE-0-SE-6-3300001501-UGA-15230,15230,Post-conflict peace-building (UN),6/1/1998,12/28/2001,UGANDA,UG,,1/1/2001,96726.76623
Stöd till parlamentet,Sweden,SE-0-SE-6-3300001601-UGA-15162,15162,Human rights (old code),4/1/2001,11/28/2001,UGANDA,UG,,1/1/2001,11607.21195
Sakansl.kortt.LSchildt,Sweden,SE-0-SE-6-3300001701-UGA-15140,15140,Government administration,1/1/2001,12/28/2001,UGANDA,UG,,1/1/2001,5593.12853
HR-fonden,Sweden,SE-0-SE-6-3300001801-UGA-15162,15162,Human rights (old code),6/1/2001,10/28/2001,UGANDA,UG,,1/1/2001,14509.01493
Workshop bortrövade barn,Sweden,SE-0-SE-6-3300001901-UGA-15162,15162,Human rights (old code),6/1/2001,9/28/2001,UGANDA,UG,,1/1/2001,29018.02987
AGO Studiebesök/Konsultfd,Sweden,SE-0-SE-6-3300002001-UGA-15130,15130,Legal and judicial development,1/1/2001,12/28/2004,UGANDA,UG,,1/1/2001,13154.84021
Studiebesök Okello/Kons.,Sweden,SE-0-SE-6-3300002101-UGA-15130,15130,Legal and judicial development,6/1/1998,12/28/2001,UGANDA,UG,,1/1/2001,1547.628259
UGA Ny konsultfond,Sweden,SE-0-SE-6-3300002201-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2006,UGANDA,UG,,1/1/2001,117006.2099
UGA Ny konsultfond,Sweden,SE-0-SE-6-3300002201-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2006,UGANDA,UG,,1/1/2002,247909.1657
UGA Ny konsultfond,Sweden,SE-0-SE-6-3300002201-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2006,UGANDA,UG,,1/1/2003,114808.3089
UGA Ny konsultfond,Sweden,SE-0-SE-6-3300002201-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2006,UGANDA,UG,,1/1/2004,230592.9758
UGA Ny konsultfond,Sweden,SE-0-SE-6-3300002201-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2006,UGANDA,UG,,1/1/2005,271829.6665
UGA Ny konsultfond,Sweden,SE-0-SE-6-3300002201-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2006,UGANDA,UG,,1/1/2006,1319331.778
Kapacitetsutv. UHRC,Sweden,SE-0-SE-6-3300002301-UGA-15162,15162,Human rights (old code),6/1/2001,12/28/2001,UGANDA,UG,,1/1/2001,18378.08558
Programutveckling,Sweden,SE-0-SE-6-3300002401-UGA-99810,99810,Sectors not specified,1/1/2001,6/28/2002,UGANDA,UG,,1/1/2001,58036.05974
Diskrimineringsombud UGA,Sweden,SE-0-SE-6-3300002501-UGA-15162,15162,Human rights (old code),12/1/2001,6/28/2002,UGANDA,UG,,1/1/2001,21763.5224
MR-fonden UGA,Sweden,SE-0-SE-6-3300002601-UGA-15162,15162,Human rights (old code),12/1/2001,12/28/2002,UGANDA,UG,,1/1/2001,77381.41298
MR-fonden UGA,Sweden,SE-0-SE-6-3300002601-UGA-15162,15162,Human rights (old code),12/1/2001,12/28/2002,UGANDA,UG,,1/1/2002,72009.05257
LokalvalövervakningUGA,Sweden,SE-0-SE-6-3300002701-UGA-15162,15162,Human rights (old code),12/1/2001,12/28/2002,UGANDA,UG,,1/1/2002,259369.8179
Stöd till UHRC,Sweden,SE-0-SE-6-3300002801-UGA-15162,15162,Human rights (old code),12/1/2001,6/28/2007,UGANDA,UG,,1/1/2002,286639.0289
Stöd till UHRC,Sweden,SE-0-SE-6-3300002801-UGA-15162,15162,Human rights (old code),12/1/2001,6/28/2007,UGANDA,UG,,1/1/2003,372875.5524
Stöd till UHRC,Sweden,SE-0-SE-6-3300002801-UGA-15162,15162,Human rights (old code),12/1/2001,6/28/2007,UGANDA,UG,,1/1/2004,10820.85489
Stöd till UHRC,Sweden,SE-0-SE-6-3300002801-UGA-15162,15162,Human rights (old code),12/1/2001,6/28/2007,UGANDA,UG,,1/1/2005,336551.9779
Stöd till UHRC,Sweden,SE-0-SE-6-3300002801-UGA-15162,15162,Human rights (old code),12/1/2001,6/28/2007,UGANDA,UG,,1/1/2006,271248.9659
UPPAP fas 2 UGA,Sweden,SE-0-SE-6-3300002901-UGA-15162,15162,Human rights (old code),11/1/1999,12/28/2002,UGANDA,UG,,1/1/2002,186212.5296
PRSC Appraisal Mission UG,Sweden,SE-0-SE-6-3300003001-UGA-15120,15120,Public sector financial management,1/1/2002,6/28/2002,UGANDA,UG,,1/1/2002,21602.71577
Programutvecklingsmedel,Sweden,SE-0-SE-6-3300003201-UGA-15162,15162,Human rights (old code),4/1/2002,8/28/2002,UGANDA,UG,,1/1/2002,160477.3171
"Ekonom, Gloria Mugambe",Sweden,SE-0-SE-6-3300003301-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2002,20672.56455
"Ekonom, Gloria Mugambe",Sweden,SE-0-SE-6-3300003301-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2003,39379.80466
"Ekonom, Gloria Mugambe",Sweden,SE-0-SE-6-3300003301-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2004,53906.20746
"Ekonom, Gloria Mugambe",Sweden,SE-0-SE-6-3300003301-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2005,54502.70328
"Ekonom, Gloria Mugambe",Sweden,SE-0-SE-6-3300003301-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2006,55159.69783
"Ekonom, Gloria Mugambe",Sweden,SE-0-SE-6-3300003301-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2007,52506.99223
Programassistent,Sweden,SE-0-SE-6-3300003401-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2002,8100.298323
Programassistent,Sweden,SE-0-SE-6-3300003401-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2003,36717.54497
Programassistent,Sweden,SE-0-SE-6-3300003401-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2004,46823.44133
Programassistent,Sweden,SE-0-SE-6-3300003401-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2005,42842.1926
Programassistent,Sweden,SE-0-SE-6-3300003401-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2006,47448.4966
Programassistent,Sweden,SE-0-SE-6-3300003401-UGA-15120,15120,Public sector financial management,1/1/2002,12/28/2007,UGANDA,UG,,1/1/2007,45311.72771
HURINET - kärnverksamhet,Sweden,SE-0-SE-6-3300003601-UGA-15162,15162,Human rights (old code),1/1/2002,3/28/2006,UGANDA,UG,,1/1/2002,104254.2948
HURINET - kärnverksamhet,Sweden,SE-0-SE-6-3300003601-UGA-15162,15162,Human rights (old code),1/1/2002,3/28/2006,UGANDA,UG,,1/1/2003,122627.1029
HURINET - kärnverksamhet,Sweden,SE-0-SE-6-3300003601-UGA-15162,15162,Human rights (old code),1/1/2002,3/28/2006,UGANDA,UG,,1/1/2004,147148.1078
HURINET - kärnverksamhet,Sweden,SE-0-SE-6-3300003601-UGA-15162,15162,Human rights (old code),1/1/2002,3/28/2006,UGANDA,UG,,1/1/2005,225005.8883
HURINET - kärnverksamhet,Sweden,SE-0-SE-6-3300003601-UGA-15162,15162,Human rights (old code),1/1/2002,3/28/2006,UGANDA,UG,,1/1/2006,2531.566598
"HR Fund, Uganda",Sweden,SE-0-SE-6-3300003701-UGA-15162,15162,Human rights (old code),8/1/2002,3/28/2006,UGANDA,UG,,1/1/2002,313171.4844
"HR Fund, Uganda",Sweden,SE-0-SE-6-3300003701-UGA-15162,15162,Human rights (old code),8/1/2002,3/28/2006,UGANDA,UG,,1/1/2003,433260.6677
"HR Fund, Uganda",Sweden,SE-0-SE-6-3300003701-UGA-15162,15162,Human rights (old code),8/1/2002,3/28/2006,UGANDA,UG,,1/1/2004,61257.82739
"HR Fund, Uganda",Sweden,SE-0-SE-6-3300003701-UGA-15162,15162,Human rights (old code),8/1/2002,3/28/2006,UGANDA,UG,,1/1/2005,531598.9508
"HR Fund, Uganda",Sweden,SE-0-SE-6-3300003701-UGA-15162,15162,Human rights (old code),8/1/2002,3/28/2006,UGANDA,UG,,1/1/2006,4532.163346
UNDP-Parlament,Sweden,SE-0-SE-6-3300003801-UGA-15162,15162,Human rights (old code),9/1/2002,6/28/2006,UGANDA,UG,,1/1/2002,103399.6502
UNDP-Parlament,Sweden,SE-0-SE-6-3300003801-UGA-15162,15162,Human rights (old code),9/1/2002,6/28/2006,UGANDA,UG,,1/1/2003,123791.857
UNDP-Parlament,Sweden,SE-0-SE-6-3300003801-UGA-15162,15162,Human rights (old code),9/1/2002,6/28/2006,UGANDA,UG,,1/1/2005,133136.4756
"EOC, fas 2",Sweden,SE-0-SE-6-3300004001-UGA-15162,15162,Human rights (old code),2/1/2003,4/28/2004,UGANDA,UG,,1/1/2003,123791.4856
"Fredsbyggande, ADOL",Sweden,SE-0-SE-6-3300004101-UGA-15162,15162,Human rights (old code),1/1/2003,6/28/2006,UGANDA,UG,,1/1/2003,150339.8076
"Fredsbyggande, ADOL",Sweden,SE-0-SE-6-3300004101-UGA-15162,15162,Human rights (old code),1/1/2003,6/28/2006,UGANDA,UG,,1/1/2004,270466.7846
"Fredsbyggande, ADOL",Sweden,SE-0-SE-6-3300004101-UGA-15162,15162,Human rights (old code),1/1/2003,6/28/2006,UGANDA,UG,,1/1/2005,267000.9635
"Fredsbyggande, ADOL",Sweden,SE-0-SE-6-3300004101-UGA-15162,15162,Human rights (old code),1/1/2003,6/28/2006,UGANDA,UG,,1/1/2006,481.873787
Save the Children - DK,Sweden,SE-0-SE-6-3300004201-UGA-15162,15162,Human rights (old code),1/1/2003,3/28/2006,UGANDA,UG,,1/1/2003,85240.34117
Save the Children - DK,Sweden,SE-0-SE-6-3300004201-UGA-15162,15162,Human rights (old code),1/1/2003,3/28/2006,UGANDA,UG,,1/1/2004,96844.54125
Save the Children - DK,Sweden,SE-0-SE-6-3300004201-UGA-15162,15162,Human rights (old code),1/1/2003,3/28/2006,UGANDA,UG,,1/1/2005,67789.86671
Save the Children - DK,Sweden,SE-0-SE-6-3300004201-UGA-15162,15162,Human rights (old code),1/1/2003,3/28/2006,UGANDA,UG,,1/1/2006,12673.70106
UHRC ombyggnad,Sweden,SE-0-SE-6-3300004301-UGA-15162,15162,Human rights (old code),2/1/2003,10/28/2005,UGANDA,UG,,1/1/2003,247450.6381
UHRC ombyggnad,Sweden,SE-0-SE-6-3300004301-UGA-15162,15162,Human rights (old code),2/1/2003,10/28/2005,UGANDA,UG,,1/1/2005,267794.6844
FHRI,Sweden,SE-0-SE-6-3300004401-UGA-15162,15162,Human rights (old code),1/1/2003,12/28/2005,UGANDA,UG,,1/1/2003,105430.4849
FHRI,Sweden,SE-0-SE-6-3300004401-UGA-15162,15162,Human rights (old code),1/1/2003,12/28/2005,UGANDA,UG,,1/1/2004,123342.7716
FHRI,Sweden,SE-0-SE-6-3300004401-UGA-15162,15162,Human rights (old code),1/1/2003,12/28/2005,UGANDA,UG,,1/1/2005,121495.9049
Sektorprogram hälsa,Sweden,SE-0-SE-6-3300004501-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2003,4049181.119
Sektorprogram hälsa,Sweden,SE-0-SE-6-3300004501-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2004,8826332.97
Sektorprogram hälsa,Sweden,SE-0-SE-6-3300004501-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2005,8637413.95
Sektorprogram hälsa,Sweden,SE-0-SE-6-3300004501-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2006,8815591.391
Sektorprogram hälsa,Sweden,SE-0-SE-6-3300004501-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2007,9606791.565
Straight Talk,Sweden,SE-0-SE-6-3300004601-UGA-13020,13020,Reproductive health care,1/1/2004,9/28/2009,UGANDA,UG,,1/1/2004,278127.2802
Straight Talk,Sweden,SE-0-SE-6-3300004601-UGA-13020,13020,Reproductive health care,1/1/2004,9/28/2009,UGANDA,UG,,1/1/2005,267900.273
Straight Talk,Sweden,SE-0-SE-6-3300004601-UGA-13020,13020,Reproductive health care,1/1/2004,9/28/2009,UGANDA,UG,,1/1/2006,283971.8986
Straight Talk,Sweden,SE-0-SE-6-3300004601-UGA-13020,13020,Reproductive health care,1/1/2004,9/28/2009,UGANDA,UG,,1/1/2007,349784.9797
Straight Talk,Sweden,SE-0-SE-6-3300004601-UGA-13020,13020,Reproductive health care,1/1/2004,9/28/2009,UGANDA,UG,,1/1/2008,229722.742
Naguru ungdomsmottagning,Sweden,SE-0-SE-6-3300004701-UGA-13040,13040,STD control including HIV/AIDS,4/1/2004,12/28/2008,UGANDA,UG,,1/1/2004,302885.9243
Naguru ungdomsmottagning,Sweden,SE-0-SE-6-3300004701-UGA-13040,13040,STD control including HIV/AIDS,4/1/2004,12/28/2008,UGANDA,UG,,1/1/2005,396621.1659
Naguru ungdomsmottagning,Sweden,SE-0-SE-6-3300004701-UGA-13040,13040,STD control including HIV/AIDS,4/1/2004,12/28/2008,UGANDA,UG,,1/1/2006,290932.0114
Naguru ungdomsmottagning,Sweden,SE-0-SE-6-3300004701-UGA-13040,13040,STD control including HIV/AIDS,4/1/2004,12/28/2008,UGANDA,UG,,1/1/2007,428530.2257
Naguru ungdomsmottagning,Sweden,SE-0-SE-6-3300004701-UGA-13040,13040,STD control including HIV/AIDS,4/1/2004,12/28/2008,UGANDA,UG,,1/1/2008,294978.2176
Tekniska rådgivare,Sweden,SE-0-SE-6-3300004801-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2004,490062.6191
Tekniska rådgivare,Sweden,SE-0-SE-6-3300004801-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2005,512552.8612
Tekniska rådgivare,Sweden,SE-0-SE-6-3300004801-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2006,433763.9863
Tekniska rådgivare,Sweden,SE-0-SE-6-3300004801-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2007,253735.4051
Tekniska rådgivare,Sweden,SE-0-SE-6-3300004801-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2008,221223.8574
Tekniska rådgivare,Sweden,SE-0-SE-6-3300004801-UGA-12220,12220,Basic health care,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2009,28844.36991
Mbararas Universitet,Sweden,SE-0-SE-6-3300004901-UGA-12281,12281,Health personnel development,1/1/2004,9/28/2010,UGANDA,UG,,1/1/2004,268065.8862
Mbararas Universitet,Sweden,SE-0-SE-6-3300004901-UGA-12281,12281,Health personnel development,1/1/2004,9/28/2010,UGANDA,UG,,1/1/2005,157630.614
Mbararas Universitet,Sweden,SE-0-SE-6-3300004901-UGA-12281,12281,Health personnel development,1/1/2004,9/28/2010,UGANDA,UG,,1/1/2006,163771.4456
Mbararas Universitet,Sweden,SE-0-SE-6-3300004901-UGA-12281,12281,Health personnel development,1/1/2004,9/28/2010,UGANDA,UG,,1/1/2007,508691.232
Mbararas Universitet,Sweden,SE-0-SE-6-3300004901-UGA-12281,12281,Health personnel development,1/1/2004,9/28/2010,UGANDA,UG,,1/1/2008,285625.4023
Mbararas Universitet,Sweden,SE-0-SE-6-3300004901-UGA-12281,12281,Health personnel development,1/1/2004,9/28/2010,UGANDA,UG,,1/1/2009,91716.67409
Samarbete MUST-LU,Sweden,SE-0-SE-6-3300005001-UGA-12281,12281,Health personnel development,1/1/2004,6/28/2009,UGANDA,UG,,1/1/2004,197386.3327
Samarbete MUST-LU,Sweden,SE-0-SE-6-3300005001-UGA-12281,12281,Health personnel development,1/1/2004,6/28/2009,UGANDA,UG,,1/1/2006,114797.8517
Samarbete MUST-LU,Sweden,SE-0-SE-6-3300005001-UGA-12281,12281,Health personnel development,1/1/2004,6/28/2009,UGANDA,UG,,1/1/2007,377741.4724
Samarbete MUST-LU,Sweden,SE-0-SE-6-3300005001-UGA-12281,12281,Health personnel development,1/1/2004,6/28/2009,UGANDA,UG,,1/1/2008,322016.4079
Policyutveckling,Sweden,SE-0-SE-6-3300005101-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2004,918867.4108
Policyutveckling,Sweden,SE-0-SE-6-3300005101-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2005,764435.2551
Policyutveckling,Sweden,SE-0-SE-6-3300005101-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2006,279596.3815
Policyutveckling,Sweden,SE-0-SE-6-3300005101-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2007,302927.562
Policyutveckling,Sweden,SE-0-SE-6-3300005101-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2008,513384.2837
Hälsoekonomi,Sweden,SE-0-SE-6-3300005201-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2004,306289.1369
Hälsoekonomi,Sweden,SE-0-SE-6-3300005201-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2005,326663.0534
Hälsoekonomi,Sweden,SE-0-SE-6-3300005201-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2006,324235.1457
Hälsoekonomi,Sweden,SE-0-SE-6-3300005201-UGA-12110,12110,Health policy and administrative management,7/1/2003,1/28/2010,UGANDA,UG,,1/1/2007,135902.3307
Parlamentet-AWEPA,Sweden,SE-0-SE-6-3300005301-UGA-15150,15150,Strengthening civil society,1/1/2004,3/28/2006,UGANDA,UG,,1/1/2004,136128.5053
Parlamentet-AWEPA,Sweden,SE-0-SE-6-3300005301-UGA-15150,15150,Strengthening civil society,1/1/2004,3/28/2006,UGANDA,UG,,1/1/2005,133825.8123
Finansiell styrning,Sweden,SE-0-SE-6-3300005501-UGA-99820,99820,Promotion of development awareness,1/1/2004,5/28/2004,UGANDA,UG,,1/1/2004,31037.29921
Jämställdhetskommission,Sweden,SE-0-SE-6-3300005601-UGA-15130,15130,Legal and judicial development,6/1/2004,12/28/2007,UGANDA,UG,,1/1/2004,272257.0106
Jämställdhetskommission,Sweden,SE-0-SE-6-3300005601-UGA-15130,15130,Legal and judicial development,6/1/2004,12/28/2007,UGANDA,UG,,1/1/2006,244124.0693
Valstöd,Sweden,SE-0-SE-6-3300005701-UGA-15161,15161,Elections (old code),8/1/2005,12/28/2010,UGANDA,UG,,1/1/2005,711104.1968
Valstöd,Sweden,SE-0-SE-6-3300005701-UGA-15161,15161,Elections (old code),8/1/2005,12/28/2010,UGANDA,UG,,1/1/2006,667500.3052
UNDP norra Uganda SGBV,Sweden,SE-0-SE-6-3300005801-UGA-15160,15160,Human rights,12/1/2005,12/28/2008,UGANDA,UG,,1/1/2005,401477.437
Diakonia civila samhället I,Sweden,SE-0-SE-6-3300005901-UGA-15160,15160,Human rights,1/1/2008,9/28/2012,UGANDA,UG,,1/1/2008,1497073.222
Diakonia civila samhället I,Sweden,SE-0-SE-6-3300005901-UGA-15160,15160,Human rights,1/1/2008,9/28/2012,UGANDA,UG,,1/1/2009,1310238.201
Diakonia civila samhället I,Sweden,SE-0-SE-6-3300005901-UGA-15160,15160,Human rights,1/1/2008,9/28/2012,UGANDA,UG,,1/1/2010,1388464.636
Short term assignment UGA,Sweden,SE-0-SE-6-3300006001-UGA-15162,15162,Human rights (old code),11/1/2002,3/28/2003,UGANDA,UG,,1/1/2002,3829.852895
Short term assignment UGA,Sweden,SE-0-SE-6-3300006001-UGA-15162,15162,Human rights (old code),11/1/2002,3/28/2003,UGANDA,UG,,1/1/2003,3870.959755
Short term assignment,Sweden,SE-0-SE-6-3300006101-UGA-15130,15130,Legal and judicial development,5/1/2003,12/28/2003,UGANDA,UG,,1/1/2003,6808.531709
studie upphandlingar,Sweden,SE-0-SE-6-3300006201-UGA-99820,99820,Promotion of development awareness,1/1/2005,7/28/2005,UGANDA,UG,,1/1/2005,7360.419677
childrights northern Uga,Sweden,SE-0-SE-6-3300006401-UGA-15160,15160,Human rights,6/1/2006,12/28/2009,UGANDA,UG,,1/1/2006,404831.351
childrights northern Uga,Sweden,SE-0-SE-6-3300006401-UGA-15160,15160,Human rights,6/1/2006,12/28/2009,UGANDA,UG,,1/1/2007,448102.5527
childrights northern Uga,Sweden,SE-0-SE-6-3300006401-UGA-15160,15160,Human rights,6/1/2006,12/28/2009,UGANDA,UG,,1/1/2008,448224.1717
Fredsfond,Sweden,SE-0-SE-6-3300006501-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",5/1/2006,12/28/2007,UGANDA,UG,,1/1/2006,620714.8766
Fredsfond,Sweden,SE-0-SE-6-3300006501-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",5/1/2006,12/28/2007,UGANDA,UG,,1/1/2007,802557.6027
Short-term assignment,Sweden,SE-0-SE-6-3300006601-UGA-99810,99810,Sectors not specified,6/1/2002,9/28/2002,UGANDA,UG,,1/1/2002,5830.881596
TASO Strategisk pln 03-07,Sweden,SE-0-SE-6-3300006701-UGA-13040,13040,STD control including HIV/AIDS,10/1/2003,12/28/2009,UGANDA,UG,,1/1/2004,789067.9281
TASO Strategisk pln 03-07,Sweden,SE-0-SE-6-3300006701-UGA-13040,13040,STD control including HIV/AIDS,10/1/2003,12/28/2009,UGANDA,UG,,1/1/2005,840412.0497
TASO Strategisk pln 03-07,Sweden,SE-0-SE-6-3300006701-UGA-13040,13040,STD control including HIV/AIDS,10/1/2003,12/28/2009,UGANDA,UG,,1/1/2006,976445.8248
TASO Strategisk pln 03-07,Sweden,SE-0-SE-6-3300006701-UGA-13040,13040,STD control including HIV/AIDS,10/1/2003,12/28/2009,UGANDA,UG,,1/1/2007,1586975.065
TASO Strategisk pln 03-07,Sweden,SE-0-SE-6-3300006701-UGA-13040,13040,STD control including HIV/AIDS,10/1/2003,12/28/2009,UGANDA,UG,,1/1/2008,516490.2615
TASO Strategisk pln 03-07,Sweden,SE-0-SE-6-3300006701-UGA-13040,13040,STD control including HIV/AIDS,10/1/2003,12/28/2009,UGANDA,UG,,1/1/2009,334110.7413
PRSC 3 deltagande,Sweden,SE-0-SE-6-3300006801-UGA-99820,99820,Promotion of development awareness,3/1/2003,9/28/2003,UGANDA,UG,,1/1/2003,25270.67008
Civila samhället IDF I,Sweden,SE-0-SE-6-3300007001-UGA-15160,15160,Human rights,12/1/2008,12/28/2009,UGANDA,UG,,1/1/2008,321305.5976
Access to Justice,Sweden,SE-0-SE-6-3300007101-UGA-15130,15130,Legal and judicial development,10/1/2006,12/28/2011,UGANDA,UG,,1/1/2006,406235.3356
Access to Justice,Sweden,SE-0-SE-6-3300007101-UGA-15130,15130,Legal and judicial development,10/1/2006,12/28/2011,UGANDA,UG,,1/1/2007,741862.6711
Access to Justice,Sweden,SE-0-SE-6-3300007101-UGA-15130,15130,Legal and judicial development,10/1/2006,12/28/2011,UGANDA,UG,,1/1/2008,747274.2788
World Food programme,Sweden,SE-0-SE-6-3300007201-UGA-52010,52010,Food aid/Food security programmes,10/1/2005,8/28/2006,UGANDA,UG,,1/1/2005,7360419.678
Demo samhällsstyrning facilitet,Sweden,SE-0-SE-6-3300007301-UGA-15150,15150,Strengthening civil society,7/1/2011,10/28/2014,UGANDA,UG,,1/1/2011,1541022.006
Demo samhällsstyrning facilitet,Sweden,SE-0-SE-6-3300007301-UGA-15150,15150,Strengthening civil society,7/1/2011,10/28/2014,UGANDA,UG,,1/1/2012,2806955.34
Demo samhällsstyrning facilitet,Sweden,SE-0-SE-6-3300007301-UGA-15150,15150,Strengthening civil society,7/1/2011,10/28/2014,UGANDA,UG,,1/1/2013,3070687.22
FHRI human rights 06-08,Sweden,SE-0-SE-6-3300007401-UGA-15160,15160,Human rights,5/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,271248.1521
FHRI human rights 06-08,Sweden,SE-0-SE-6-3300007401-UGA-15160,15160,Human rights,5/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,295967.4436
FHRI human rights 06-08,Sweden,SE-0-SE-6-3300007401-UGA-15160,15160,Human rights,5/1/2006,6/28/2009,UGANDA,UG,,1/1/2008,299415.5426
OHCHR norra Uganda,Sweden,SE-0-SE-6-3300007501-UGA-15162,15162,Human rights (old code),1/1/2005,9/28/2008,UGANDA,UG,,1/1/2006,678122.4147
OHCHR norra Uganda,Sweden,SE-0-SE-6-3300007501-UGA-15162,15162,Human rights (old code),1/1/2005,9/28/2008,UGANDA,UG,,1/1/2007,739918.609
HURINET HR utfasning,Sweden,SE-0-SE-6-3300007601-UGA-15162,15162,Human rights (old code),10/1/2006,6/28/2008,UGANDA,UG,,1/1/2006,373060.2308
HURINET HR utfasning,Sweden,SE-0-SE-6-3300007601-UGA-15162,15162,Human rights (old code),10/1/2006,6/28/2008,UGANDA,UG,,1/1/2007,222625.3792
ADOL utfasning,Sweden,SE-0-SE-6-3300007701-UGA-15162,15162,Human rights (old code),9/1/2006,9/28/2007,UGANDA,UG,,1/1/2006,135624.4829
JLOS SWAp Uganda 2009-2013,Sweden,SE-0-SE-6-3300007801-UGA-15130,15130,Legal and judicial development,10/1/2009,12/28/2014,UGANDA,UG,,1/1/2009,3930714.604
